id,classe,diagnostico,fonte,url,magnificacao,coloracao,arquivo_imagem
medula_ossea_aplasica_012,medula_ossea_aplasica,,,,,Wright-Giemsa,
medula_ossea_aplasica_013,medula_ossea_aplasica,,,,,Wright-Giemsa,
medula_ossea_aplasica_014,medula_ossea_aplasica,,,,,Wright-Giemsa,
medula_ossea_aplasica_015,medula_ossea_aplasica,,,,,Wright-Giemsa,
medula_ossea_aplasica_016,medula_ossea_aplasica,,,,,Wright-Giemsa,
medula_ossea_aplasica_017,medula_ossea_aplasica,,,,,Wright-Giemsa,
medula_ossea_aplasica_018,medula_ossea_aplasica,,,,,Wright-Giemsa,
medula_ossea_aplasica_019,medula_ossea_aplasica,,,,,Wright-Giemsa,
medula_ossea_aplasica_020,medula_ossea_aplasica,,,,,Wright-Giemsa,
medula_ossea_infiltrada_001,medula_ossea_infiltrada,,,,,Wright-Giemsa,
medula_ossea_infiltrada_002,medula_ossea_infiltrada,,,,,Wright-Giemsa,
medula_ossea_infiltrada_003,medula_ossea_infiltrada,,,,,Wright-Giemsa,
medula_ossea_infiltrada_004,medula_ossea_infiltrada,,,,,Wright-Giemsa,
medula_ossea_infiltrada_005,medula_ossea_infiltrada,,,,,Wright-Giemsa,
medula_ossea_infiltrada_006,medula_ossea_infiltrada,,,,,Wright-Giemsa,
medula_ossea_infiltrada_007,medula_ossea_infiltrada,,,,,Wright-Giemsa,
medula_ossea_infiltrada_008,medula_ossea_infiltrada,,,,,Wright-Giemsa,
medula_ossea_infiltrada_009,medula_ossea_infiltrada,,,,,Wright-Giemsa,
medula_ossea_infiltrada_010,medula_ossea_infiltrada,,,,,Wright-Giemsa,
medula_ossea_infiltrada_011,medula_ossea_infiltrada,,,,,Wright-Giemsa,
medula_ossea_infiltrada_012,medula_ossea_infiltrada,,,,,Wright-Giemsa,
medula_ossea_infiltrada_013,medula_ossea_infiltrada,,,,,Wright-Giemsa,
medula_ossea_infiltrada_014,medula_ossea_infiltrada,,,,,Wright-Giemsa,
medula_ossea_infiltrada_015,medula_ossea_infiltrada,,,,,Wright-Giemsa,
medula_ossea_infiltrada_016,medula_ossea_infiltrada,,,,,Wright-Giemsa,
medula_ossea_infiltrada_017,medula_ossea_infiltrada,,,,,Wright-Giemsa,
medula_ossea_infiltrada_018,medula_ossea_infiltrada,,,,,Wright-Giemsa,
medula_ossea_infiltrada_019,medula_ossea_infiltrada,,,,,Wright-Giemsa,
medula_ossea_infiltrada_020,medula_ossea_infiltrada,,,,,Wright-Giemsa,
